item_id,item_name,purchase_count,product_text
893,RD Coffee Cold Milk -200ml,80,Product name: RD Coffee Cold Milk -200ml.
894,Swiss Roll Chocolate Cake-375gm,79,Product name: Swiss Roll Chocolate Cake-375gm.
895,Ramisa Mug Dal Vaja-200g,79,Product name: Ramisa Mug Dal Vaja-200g.
896,Yupi Gummi Pizza-56,79,Product name: Yupi Gummi Pizza-56.
897,Maggi Soup 4Pcs Combo {All},79,Product name: Maggi Soup 4Pcs Combo {All}.
898,IDC Pringles Sour Cream & Onion-134g,79,Product name: IDC Pringles Sour Cream & Onion-134g.
899,Ifad Stick Toast-350g,79,Product name: Ifad Stick Toast-350g.
900,Seylon Family Bland Tea- 400g,79,Product name: Seylon Family Bland Tea- 400g.
901,Pran Orange Jelly-500g,79,Product name: Pran Orange Jelly-500g.
902,Sensodyne Toothbrush Soft,79,Product name: Sensodyne Toothbrush Soft.
903,Savlon Liquid-1Ltr,78,Product name: Savlon Liquid-1Ltr.
904,Pran Chilli Sauce-340g,78,Product name: Pran Chilli Sauce-340g.
905,Chewa Fish,78,Product name: Chewa Fish.
906,Chopstick Desi/Yumy Masala Noodles-4pack,78,Product name: Chopstick Desi/Yumy Masala Noodles-4pack.
907,Methi Powder 100gm,78,Product name: Methi Powder 100gm.
908,Agar- Agar -25gm,78,Product name: Agar- Agar -25gm.
909,Pran Premium Ghee(200g),78,Product name: Pran Premium Ghee(200g).
910,Facial Soft Pack Tissue -400Sheet,78,Product name: Facial Soft Pack Tissue -400Sheet.
911,Sofeda,78,Product name: Sofeda.
912,Digestive Plain Biscuits- 120gm,78,Product name: Digestive Plain Biscuits- 120gm.
913,Sensodyne Daily Care Toothbrush,78,Product name: Sensodyne Daily Care Toothbrush.
914,Kazi Chicken Sausages (Spicy)-340gm,78,Product name: Kazi Chicken Sausages (Spicy)-340gm.
915,Jhatpat Chicken Nuggets 300g,78,Product name: Jhatpat Chicken Nuggets 300g.
916,ROK Glass Cleaner Spray-350ml,78,Product name: ROK Glass Cleaner Spray-350ml.
917,Kazi Chicken Samosa-250g,77,Product name: Kazi Chicken Samosa-250g.
918,Bean (White)-kg,77,Product name: Bean (White)-kg.
919,Food Grade Colour-50g,77,Product name: Food Grade Colour-50g.
920,Funtastic Hebby Energy Biscuits-200gm(B3G1),77,Product name: Funtastic Hebby Energy Biscuits-200gm(B3G1).
921,Vangon Fish(Big),77,Product name: Vangon Fish(Big).
922,Yupi Fruit Cocltails -30gm,77,Product name: Yupi Fruit Cocltails -30gm.
923,Salmon Fire Box-1D,77,Product name: Salmon Fire Box-1D.
924,EM Pasta Spaghetti - 400gm,77,Product name: EM Pasta Spaghetti - 400gm.
925,Kazi Chicken Sausages Plain-340gm,77,Product name: Kazi Chicken Sausages Plain-340gm.
926,Knorr Classic Thai Soup-12g,77,Product name: Knorr Classic Thai Soup-12g.
927,RD Frooti Plus B2 G1-200ml,77,Product name: RD Frooti Plus B2 G1-200ml.
928,Savoy Ice Cream-120ml {Mawa Kulfi},76,Product name: Savoy Ice Cream-120ml {Mawa Kulfi}.
929,Chupa Chups Lollipops 1pcs-12g,76,Product name: Chupa Chups Lollipops 1pcs-12g.
930,Ahmed Tomato Hot Sauce-340g,76,Product name: Ahmed Tomato Hot Sauce-340g.
931,Rok Handwash Fruity-200ml(Buy2 Get1 Free),76,Product name: Rok Handwash Fruity-200ml(Buy2 Get1 Free).
932,Jamrul Fruits-Kg,76,Product name: Jamrul Fruits-Kg.
933,Jordana Lip Liner 0.85g,76,Product name: Jordana Lip Liner 0.85g.
934,Mutton,76,Product name: Mutton.
935,CBL Munchee Vanilla Wafer-50g,76,Product name: CBL Munchee Vanilla Wafer-50g.
936,Frutika Mango Juice-250ml,76,Product name: Frutika Mango Juice-250ml.
937,Golda Fish XL,75,Product name: Golda Fish XL.
938,Sun Chips Mix Masala 80g,75,Product name: Sun Chips Mix Masala 80g.
939,Refill Pen Craze-Black (6pcs),75,Product name: Refill Pen Craze-Black (6pcs).
940,Special Quality Biscuit 400g Pot (Bk),75,Product name: Special Quality Biscuit 400g Pot (Bk).
941,Danish Plain Toast-350gm,75,Product name: Danish Plain Toast-350gm.
942,Amul Dark Chocolate-150g,75,Product name: Amul Dark Chocolate-150g.
943,Partex Cleen Toilet Tissue Super Soft,75,Product name: Partex Cleen Toilet Tissue Super Soft.
944,Dabur Gulabari Rose Water-120ml,75,Product name: Dabur Gulabari Rose Water-120ml.
945,Savlon Liquid-500ml,75,Product name: Savlon Liquid-500ml.
946,Pumkin Seeds-100gm,75,Product name: Pumkin Seeds-100gm.
947,CP Chicken Stick-250g,74,Product name: CP Chicken Stick-250g.
948,Savoy Ice Cream-120ml ( Butter Scotch),74,Product name: Savoy Ice Cream-120ml ( Butter Scotch).
949,Kazi Paratha 20Pcs-1300gm,74,Product name: Kazi Paratha 20Pcs-1300gm.
950,SugarFree Bread Special-300gm,74,Product name: SugarFree Bread Special-300gm.
951,Alfa Mayonnaise-473ml,74,Product name: Alfa Mayonnaise-473ml.
952,RD Milk Banana-200ml,74,Product name: RD Milk Banana-200ml.
953,Colgate Active Salt Paste-200g,74,Product name: Colgate Active Salt Paste-200g.
954,Black Fighter Max 10pis b,74,Product name: Black Fighter Max 10pis b.
955,Dream Lollipop- 1pcs,74,Product name: Dream Lollipop- 1pcs.
956,Teer Chinigura Rice-1kg,73,Product name: Teer Chinigura Rice-1kg.
957,Mrigel Fish XL-(River),73,Product name: Mrigel Fish XL-(River).
958,Odonil Air Freshner Lavender Meadows- 48gm,73,Product name: Odonil Air Freshner Lavender Meadows- 48gm.
959,Energy Biscuits-80g,73,Product name: Energy Biscuits-80g.
960,Kaikka Fish (Sea),73,Product name: Kaikka Fish (Sea).
961,Sajeeb Hot Tomato Sauce-340g,73,Product name: Sajeeb Hot Tomato Sauce-340g.
962,Aarong Laban-250ml,73,Product name: Aarong Laban-250ml.
963,Savoy Ice Cream- 120ml (Coffee),73,Product name: Savoy Ice Cream- 120ml (Coffee).
964,Pran Puffed Rice-500gm,73,Product name: Pran Puffed Rice-500gm.
965,Sepnil Hand Wash Refil-170ml Tea Oil,73,Product name: Sepnil Hand Wash Refil-170ml Tea Oil.
966,Meril Nail /P Remover-40ml,73,Product name: Meril Nail /P Remover-40ml.
967,Hubba Bubba Mega Gum-56gm,73,Product name: Hubba Bubba Mega Gum-56gm.
968,China Mobile Toy-05/23,72,Product name: China Mobile Toy-05/23.
969,Nestle Kitkat Chocolate- 41.5g,72,Product name: Nestle Kitkat Chocolate- 41.5g.
970,Polar Ice Cream Vanilla-1Ltr(Tub),72,Product name: Polar Ice Cream Vanilla-1Ltr(Tub).
971,Kabir Kashmiri Mirch-100g,72,Product name: Kabir Kashmiri Mirch-100g.
972,Godrej No.1 Sandal Soap-100g(Buy 3 Get1 Free),72,Product name: Godrej No.1 Sandal Soap-100g(Buy 3 Get1 Free).
973,MP Hair Rubber Band-07,72,Product name: MP Hair Rubber Band-07.
974,China Scissors-(5/23),72,Product name: China Scissors-(5/23).
975,Radhuni Chicken Masala-100gm,72,Product name: Radhuni Chicken Masala-100gm.
976,Kazi Chicken Spring Roll-250g,72,Product name: Kazi Chicken Spring Roll-250g.
977,Dove Beauty Bar White-135g,72,Product name: Dove Beauty Bar White-135g.
978,ACI Aerosol 800ml,72,Product name: ACI Aerosol 800ml.
979,ACI Pure Brown Atta-2Kg,72,Product name: ACI Pure Brown Atta-2Kg.
980,Dettol HW.170ml buy 2 Get Tiffin Box Free,72,Product name: Dettol HW.170ml buy 2 Get Tiffin Box Free.
981,Ramisa Dal Vaja-200g,72,Product name: Ramisa Dal Vaja-200g.
982,Cocola Chicken Noodles-300gm,72,Product name: Cocola Chicken Noodles-300gm.
983,Brown Bread-300gm,72,Product name: Brown Bread-300gm.
984,Prince Corn Flour-150gm,72,Product name: Prince Corn Flour-150gm.
985,Olympic Tim Tim Pineapple Cream Bis-272g,71,Product name: Olympic Tim Tim Pineapple Cream Bis-272g.
986,Milk Merry Biscuits-240gm,71,Product name: Milk Merry Biscuits-240gm.
987,Natural Loofah Sponge M -533,71,Product name: Natural Loofah Sponge M -533.
988,Chaka Washing Powder-1000g,71,Product name: Chaka Washing Powder-1000g.
989,R.Chanachur Bar-b-Q-500gm,71,Product name: R.Chanachur Bar-b-Q-500gm.
990,Super Refined Naphthalene +/- 200g,71,Product name: Super Refined Naphthalene +/- 200g.
991,Al- Ans Safavi Sp Dates-kg(Loose),71,Product name: Al- Ans Safavi Sp Dates-kg(Loose).
992,Katol Fish big-(MNK),71,Product name: Katol Fish big-(MNK).
993,Revival Karak Masala Chai -200g,71,Product name: Revival Karak Masala Chai -200g.
994,Chicken Kima-Kg,71,Product name: Chicken Kima-Kg.
995,Radhuni Borhani Masala-50gm,71,Product name: Radhuni Borhani Masala-50gm.
996,Sunsilk Hairfall Solution Shampoo-330ml,70,Product name: Sunsilk Hairfall Solution Shampoo-330ml.
997,Bashundhara Suji-500g,70,Product name: Bashundhara Suji-500g.
998,Austogram Mozzarella Cheese-250gm,70,Product name: Austogram Mozzarella Cheese-250gm.
999,Johnsons Baby Powder-100g,70,Product name: Johnsons Baby Powder-100g.
1000,Minister Bright Wash Detergent-2kg,70,Product name: Minister Bright Wash Detergent-2kg.
1001,Ch. Boyom (S)4/23,69,Product name: Ch. Boyom (S)4/23.
1002,G H. Chicken Shami Kabab - 250gm,69,Product name: G H. Chicken Shami Kabab - 250gm.
1003,Cucumber Big(kg),69,Product name: Cucumber Big(kg).
1004,China Carpet Brush (4/23),69,Product name: China Carpet Brush (4/23).
1005,Aarong Cheezarella Cheese-200gm,69,Product name: Aarong Cheezarella Cheese-200gm.
1006,Ultra Fruitn Yogurt Mango-75ml,69,Product name: Ultra Fruitn Yogurt Mango-75ml.
1007,Rok Handwash Apple-350ml,69,Product name: Rok Handwash Apple-350ml.
1008,Bashu. Toilet Tissue (lemon),69,Product name: Bashu. Toilet Tissue (lemon).
1009,Chicken Lolipop-02,69,Product name: Chicken Lolipop-02.
1010,BD Garam Masla-50gm,69,Product name: BD Garam Masla-50gm.
1011,Toi Moi Vanilla Wafer Biscuits - 98gn,69,Product name: Toi Moi Vanilla Wafer Biscuits - 98gn.
1012,Chocolate Cream Wafer Biscuit C&D-70gm,69,Product name: Chocolate Cream Wafer Biscuit C&D-70gm.
1013,Center Fruit-23.6g,69,Product name: Center Fruit-23.6g.
1014,Lemon White Detergent Powder B3G1 -500Gm,69,Product name: Lemon White Detergent Powder B3G1 -500Gm.
1015,Dry Puti Shutki 100gm,69,Product name: Dry Puti Shutki 100gm.
1016,Muslim Soft Nimki-200g,69,Product name: Muslim Soft Nimki-200g.
1017,Prince Sweet Toast Biscut-400gm,68,Product name: Prince Sweet Toast Biscut-400gm.
1018,AMA 3in1 Coffee-6Pcs (combo),68,Product name: AMA 3in1 Coffee-6Pcs (combo).
1019,Sunshine Maida -2kg,68,Product name: Sunshine Maida -2kg.
1020,Pran Puffedi Rice-250gm,68,Product name: Pran Puffedi Rice-250gm.
1021,MP Thai Kakra Clip-022,68,Product name: MP Thai Kakra Clip-022.
1022,Pran Mango Milk -200ml,68,Product name: Pran Mango Milk -200ml.
1023,Tokmadana-100gm,68,Product name: Tokmadana-100gm.
1024,Imperial Leather Soap-200g,68,Product name: Imperial Leather Soap-200g.
1025,Chamak Fabric Brightener cp 100ml,68,Product name: Chamak Fabric Brightener cp 100ml.
1026,China Green Majuni(4/23),68,Product name: China Green Majuni(4/23).
1027,Sunsilk Thick & Long Shampoo-330ml,68,Product name: Sunsilk Thick & Long Shampoo-330ml.
1028,Fanta Soft Drink- 600ml,68,Product name: Fanta Soft Drink- 600ml.
1029,China Soft Ball (4/23),68,Product name: China Soft Ball (4/23).
1030,7Up Lite Pet- 600ml,68,Product name: 7Up Lite Pet- 600ml.
1031,Ch.Coffee Mug-(4/23),68,Product name: Ch.Coffee Mug-(4/23).
1032,Brown bread-500gm,68,Product name: Brown bread-500gm.
1033,Pure It GKK-3000L(Filter),68,Product name: Pure It GKK-3000L(Filter).
1034,D.Lexus Vegetable-240g,68,Product name: D.Lexus Vegetable-240g.
1035,Chupa Chups lolipop,68,Product name: Chupa Chups lolipop.
1036,Ch. Hook 2pcs Set(05/23),67,Product name: Ch. Hook 2pcs Set(05/23).
1037,Fresh F.White Tissue 120p-240Sheet,67,Product name: Fresh F.White Tissue 120p-240Sheet.
1038,Mirinda Orange- 600ml,67,Product name: Mirinda Orange- 600ml.
1039,Kishwan Toast-250gm,67,Product name: Kishwan Toast-250gm.
1040,S.Lemon Burst Antiseptic Handwash-180ml,67,Product name: S.Lemon Burst Antiseptic Handwash-180ml.
1041,Peanut Butter Sandwich 125g,66,Product name: Peanut Butter Sandwich 125g.
1042,Chicken Spring Roll 10pcs,66,Product name: Chicken Spring Roll 10pcs.
1043,Aarong Sliced Cheese Peri Peri-204g,66,Product name: Aarong Sliced Cheese Peri Peri-204g.
1044,Kit-Kat 2 Finger- Dubai-3 In 1,66,Product name: Kit-Kat 2 Finger- Dubai-3 In 1.
1045,Sajeeb Kolson Macaroni-400g(B2G1 Noodles),66,Product name: Sajeeb Kolson Macaroni-400g(B2G1 Noodles).
1046,Pizza Bread-225gm,66,Product name: Pizza Bread-225gm.
1047,Azoa Dates-500gm,66,Product name: Azoa Dates-500gm.
1048,Nutty Biscuits- 250g,66,Product name: Nutty Biscuits- 250g.
1049,Radhuni Firni Mix-150,66,Product name: Radhuni Firni Mix-150.
1050,Fruit Bread-270gm,66,Product name: Fruit Bread-270gm.
1051,Maggi Healthy Soup Cron(4pcs combo),66,Product name: Maggi Healthy Soup Cron(4pcs combo).
1052,Sunlight Battery -2Pcs,66,Product name: Sunlight Battery -2Pcs.
1053,Nutella-350g,66,Product name: Nutella-350g.
1054,China Cloth Clip 16.P Set (5/23),66,Product name: China Cloth Clip 16.P Set (5/23).
1055,Radhuni Beef masala-25gm,66,Product name: Radhuni Beef masala-25gm.
1056,Amul Milk Chocolate- 40gm,66,Product name: Amul Milk Chocolate- 40gm.
1057,Aarong Austagram Cheese - 200g,66,Product name: Aarong Austagram Cheese - 200g.
1058,Haribo Happy Cola Candy- 160g,66,Product name: Haribo Happy Cola Candy- 160g.
1059,Discovery Rigata 400gm - B1G1,66,Product name: Discovery Rigata 400gm - B1G1.
1060,Royal Club Soda-500ml,65,Product name: Royal Club Soda-500ml.
1061,Dove Hair Fall Rescue Shampoo-330ml,65,Product name: Dove Hair Fall Rescue Shampoo-330ml.
1062,Meril Splash Milk & Kiwi Soap-100gm,65,Product name: Meril Splash Milk & Kiwi Soap-100gm.
1063,Sunlite Battery (Havy Duty) AA -1pcs,65,Product name: Sunlite Battery (Havy Duty) AA -1pcs.
1064,Ruchi Jhal Muri-30g,65,Product name: Ruchi Jhal Muri-30g.
1065,Tripti Fuchka- 100g,65,Product name: Tripti Fuchka- 100g.
1066,Polar Ice Cream Chocolate-1Ltr(Tub),65,Product name: Polar Ice Cream Chocolate-1Ltr(Tub).
1067,Oreo Choco Cream Biscuts-43.75gm,65,Product name: Oreo Choco Cream Biscuts-43.75gm.
1068,Kodomo Baby Powder-160g,65,Product name: Kodomo Baby Powder-160g.
1069,Prince Apple Jelly-250gm,65,Product name: Prince Apple Jelly-250gm.
1070,Marks Milk Shake AS-200ml,65,Product name: Marks Milk Shake AS-200ml.
1071,Surf Excel Alov Vera Wash -1000g,65,Product name: Surf Excel Alov Vera Wash -1000g.
1072,Pro-Dental Floss Pick(36Pcs),64,Product name: Pro-Dental Floss Pick(36Pcs).
1073,Eon Plain Paratha 10pcs-650g,64,Product name: Eon Plain Paratha 10pcs-650g.
1074,Vita Juice -250ml,64,Product name: Vita Juice -250ml.
1075,Olympic Dry Cake-290gm,64,Product name: Olympic Dry Cake-290gm.
1076,Rin Liquid Detergent -800ml,64,Product name: Rin Liquid Detergent -800ml.
1077,Shrimp Fish Golda(Big)-(STR),64,Product name: Shrimp Fish Golda(Big)-(STR).
1078,Ramisa- Nimki Pkt-200gm,64,Product name: Ramisa- Nimki Pkt-200gm.
1079,Savoy Ice Cream-120ml {Caramel},64,Product name: Savoy Ice Cream-120ml {Caramel}.
1080,Aarong Pasteurized Premium Milk-1Ltr,64,Product name: Aarong Pasteurized Premium Milk-1Ltr.
1081,Odonil Air Freshner Jasmine Mist- 48gm,64,Product name: Odonil Air Freshner Jasmine Mist- 48gm.
1082,Aarong Matha-200ml,64,Product name: Aarong Matha-200ml.
1083,Orbit Chewing Gum -4.4g,64,Product name: Orbit Chewing Gum -4.4g.
1084,Mojo Cola Can 250ml,64,Product name: Mojo Cola Can 250ml.
1085,Dove Beauty Cream Bar- 90gm White,64,Product name: Dove Beauty Cream Bar- 90gm White.
1086,Shahi Cumin-50gm,64,Product name: Shahi Cumin-50gm.
1087,Belleame Chocolate Fondue-180gm,64,Product name: Belleame Chocolate Fondue-180gm.
1088,Rui Fish (XL)-(River),64,Product name: Rui Fish (XL)-(River).
1089,Ramisa Nut(Oil)-100,64,Product name: Ramisa Nut(Oil)-100.
1090,IDC Kelloggs Chocos-385g,64,Product name: IDC Kelloggs Chocos-385g.
1091,Prince Cocoa Powder 100gm,64,Product name: Prince Cocoa Powder 100gm.
1092,Chicken Soup (Deshi),63,Product name: Chicken Soup (Deshi).
1093,Wrapping Paper,63,Product name: Wrapping Paper.
1094,Funtastic Ore Cream- 200g,63,Product name: Funtastic Ore Cream- 200g.
1095,Kazi French Fries-500g,63,Product name: Kazi French Fries-500g.
1096,Prabhuji Soan Papdi -200g,63,Product name: Prabhuji Soan Papdi -200g.
1097,Dry Cake 400gm(BK),63,Product name: Dry Cake 400gm(BK).
1098,Q Chicken Crispy Meat Ball-360g,63,Product name: Q Chicken Crispy Meat Ball-360g.
1099,Ramdhoni-50gm,63,Product name: Ramdhoni-50gm.
1100,Bacha Boot Pulse 500gm,63,Product name: Bacha Boot Pulse 500gm.
1101,Deshi Paratha (Family) 1200g (20pcs),63,Product name: Deshi Paratha (Family) 1200g (20pcs).
1102,Hilux Veg Cracker Biscuit-216g,63,Product name: Hilux Veg Cracker Biscuit-216g.
1103,Lifebuoy Germ Protection Carer -150gm,63,Product name: Lifebuoy Germ Protection Carer -150gm.
1104,Nestle Kit Kat 4Finger Chocolate- 36.5g,63,Product name: Nestle Kit Kat 4Finger Chocolate- 36.5g.
1105,Fresh Premium Tea-400gm,63,Product name: Fresh Premium Tea-400gm.
1106,Isubgool Pack-50g,63,Product name: Isubgool Pack-50g.
1107,Mirjapur Best Leaf-100gm,63,Product name: Mirjapur Best Leaf-100gm.
1108,CBL Munchee 3in1 Biscuits-150g B2G1,63,Product name: CBL Munchee 3in1 Biscuits-150g B2G1.
1109,Faysal Birthday Balloons- 04,63,Product name: Faysal Birthday Balloons- 04.
1110,Kazi Chicken Strips-250g,63,Product name: Kazi Chicken Strips-250g.
1111,Lal Atta Roti -800gm,63,Product name: Lal Atta Roti -800gm.
1112,Chat Masala-40gm,63,Product name: Chat Masala-40gm.
1113,Nutri Rich Diabetic Biscuits,63,Product name: Nutri Rich Diabetic Biscuits.
1114,Dettol Cool Soap-75ml,63,Product name: Dettol Cool Soap-75ml.
1115,Bashundhara SoftToilet Tissue,63,Product name: Bashundhara SoftToilet Tissue.
1116,Mr.Noodles Easy-12Pcs,62,Product name: Mr.Noodles Easy-12Pcs.
1117,CBL Munchee Dark Chocolate Cookies-100gm,62,Product name: CBL Munchee Dark Chocolate Cookies-100gm.
1118,Jhatpat Parata low fat 20pcs-1200gm,62,Product name: Jhatpat Parata low fat 20pcs-1200gm.
1119,Hit Anti Roach Gel,62,Product name: Hit Anti Roach Gel.
1120,Starship FCMP-500gm (F.Pack),62,Product name: Starship FCMP-500gm (F.Pack).
1121,T.Ice Cool Talc-100gm,62,Product name: T.Ice Cool Talc-100gm.
1122,Lux Soft Glow Rose Soap-100gm,62,Product name: Lux Soft Glow Rose Soap-100gm.
1123,Ch. Green Majuni 5Pcs Set (05/23),62,Product name: Ch. Green Majuni 5Pcs Set (05/23).
1124,Chicken Spring Roll,62,Product name: Chicken Spring Roll.
1125,Cadbury Bourn Vita Biscuit-46.5g,62,Product name: Cadbury Bourn Vita Biscuit-46.5g.
1126,Harpic Total Powder-400gm,62,Product name: Harpic Total Powder-400gm.
1127,C.N Rice Roti 10pcs-500gm,62,Product name: C.N Rice Roti 10pcs-500gm.
1128,Ruchi Red Chilli Sauce-360gm,62,Product name: Ruchi Red Chilli Sauce-360gm.
1129,Good K Adv Power Active+Combi pac-45ml,62,Product name: Good K Adv Power Active+Combi pac-45ml.
1130,Mr Brasso 500ml (Spray),62,Product name: Mr Brasso 500ml (Spray).
1131,Ayir Fish (Small)-(HB),62,Product name: Ayir Fish (Small)-(HB).
1132,Fresh F. Tissue White 150Pcs 300Sheet,62,Product name: Fresh F. Tissue White 150Pcs 300Sheet.
1133,Madhuban Oval Paan Masla,62,Product name: Madhuban Oval Paan Masla.
1134,Fresh Lexus Cracers-204 gm {B2G1},61,Product name: Fresh Lexus Cracers-204 gm {B2G1}.
1135,Godrej No.1 Jesmine Soap-100g(Buy 3 Get1 Free),61,Product name: Godrej No.1 Jesmine Soap-100g(Buy 3 Get1 Free).
1136,Fortune Rice Bran Oil 2L,61,Product name: Fortune Rice Bran Oil 2L.
1137,Ramisa-Fried Chira Oil Pkt-200gm,61,Product name: Ramisa-Fried Chira Oil Pkt-200gm.
1138,Marks FCMP-1Kg(F.Pack),61,Product name: Marks FCMP-1Kg(F.Pack).
1139,Mr. Noodles Korean Super Spicy- 496gm,61,Product name: Mr. Noodles Korean Super Spicy- 496gm.
1140,Aarong Ghee 400g,61,Product name: Aarong Ghee 400g.
1141,Big Babol Gum -20/22.5g,61,Product name: Big Babol Gum -20/22.5g.
1142,Dragon Durable Coil Lemon Flavour-10Pcs,61,Product name: Dragon Durable Coil Lemon Flavour-10Pcs.
1143,Aafi Puffed (Muri)Rice 250gm,61,Product name: Aafi Puffed (Muri)Rice 250gm.
1144,Savlon Freedom Heavy Flow-8Pads,61,Product name: Savlon Freedom Heavy Flow-8Pads.
1145,Treseme Keratin Smooth Shampoo -580ml,61,Product name: Treseme Keratin Smooth Shampoo -580ml.
1146,G.Aer Car Freshner Sea Breeze-10gm(B3G1Free0,61,Product name: G.Aer Car Freshner Sea Breeze-10gm(B3G1Free0.
1147,Savlon Soap 3Pcs 15Tk Save-100g All,61,Product name: Savlon Soap 3Pcs 15Tk Save-100g All.
1148,Lifebuoy Health Soap (Mild) Care-100g,61,Product name: Lifebuoy Health Soap (Mild) Care-100g.
1149,China Knife Set-(5/23),61,Product name: China Knife Set-(5/23).
1150,Muslim Muruli -200g,60,Product name: Muslim Muruli -200g.
1151,Godrej No.1 Rose Soap-100g(Buy 3 Get1 Free),60,Product name: Godrej No.1 Rose Soap-100g(Buy 3 Get1 Free).
1152,Sensodyne Rapid Relief Toothpaste-80g,60,Product name: Sensodyne Rapid Relief Toothpaste-80g.
1153,Savlon Hand Wash Ocean Blue- 200ml,60,Product name: Savlon Hand Wash Ocean Blue- 200ml.
1154,Pran Vermicelli Samai-200gm,60,Product name: Pran Vermicelli Samai-200gm.
1155,Radhuni Corinder Powder-200gm Jar,60,Product name: Radhuni Corinder Powder-200gm Jar.
1156,Chanachur(Special)-350gm,60,Product name: Chanachur(Special)-350gm.
1157,Pran UHT Liquid Milk-1000ml,60,Product name: Pran UHT Liquid Milk-1000ml.
1158,Chicken Strips-300gm,60,Product name: Chicken Strips-300gm.
1159,China Flower (4/23),60,Product name: China Flower (4/23).
1160,Dettol Fresh Soap-75gm,60,Product name: Dettol Fresh Soap-75gm.
1161,Ch. Yang Tong Stickers (05/23),60,Product name: Ch. Yang Tong Stickers (05/23).
1162,Center Fresh 20g,60,Product name: Center Fresh 20g.
1163,Harpic Manik Jore Cleaner-20tk Off,60,Product name: Harpic Manik Jore Cleaner-20tk Off.
1164,Alam Baby Dress-031,60,Product name: Alam Baby Dress-031.
1165,Pran Toast-250g,60,Product name: Pran Toast-250g.
1166,Nutrilife Apple Fruit Magic- 160ml,60,Product name: Nutrilife Apple Fruit Magic- 160ml.
1167,Lamia Number Candle-53 (4/23),60,Product name: Lamia Number Candle-53 (4/23).
1168,Saad Hot Tomato Sauce-1kg,60,Product name: Saad Hot Tomato Sauce-1kg.
1169,Trident Gum 14 Sticks,60,Product name: Trident Gum 14 Sticks.
1170,Muslim Jhal Nimki-200g,60,Product name: Muslim Jhal Nimki-200g.
1171,Muslim Fry Chick Peas-200g,59,Product name: Muslim Fry Chick Peas-200g.
1172,Cinthol Health+ Soap-100g(Buy 3 Get1 Free),59,Product name: Cinthol Health+ Soap-100g(Buy 3 Get1 Free).
1173,Belleame Peanut Bite Biscuit -240gm,59,Product name: Belleame Peanut Bite Biscuit -240gm.
1174,Bounty Chocolate- 57g,59,Product name: Bounty Chocolate- 57g.
1175,Sugar Free Crackers Biscuit-180g,59,Product name: Sugar Free Crackers Biscuit-180g.
1176,Tibet Prickly Heat Powder-100gm,59,Product name: Tibet Prickly Heat Powder-100gm.
1177,Coriander Leaf PCS,59,Product name: Coriander Leaf PCS.
1178,Pran Haleem Mix 200g - B2G1,59,Product name: Pran Haleem Mix 200g - B2G1.
1179,Savory Chatpati Masala-50gm,59,Product name: Savory Chatpati Masala-50gm.
1180,Nido Growing Milk 1+ BIB - 350gm,59,Product name: Nido Growing Milk 1+ BIB - 350gm.
1181,Erko Mallow Stick-20g,59,Product name: Erko Mallow Stick-20g.
1182,Dolphin Nata De Coco Cup(All Flv.)-270ml,59,Product name: Dolphin Nata De Coco Cup(All Flv.)-270ml.
1183,HRC Clevedon Tea-400gm Poly,59,Product name: HRC Clevedon Tea-400gm Poly.
1184,G.Aer Power Pocket GP Floral Delight-10g,59,Product name: G.Aer Power Pocket GP Floral Delight-10g.
1185,Funtastic Hebby Energy Biscuits- 44 gm,58,Product name: Funtastic Hebby Energy Biscuits- 44 gm.
1186,Enchanteur Powder-250g (All),58,Product name: Enchanteur Powder-250g (All).
1187,Lizol S.Cleaner-Citrus-500ml,58,Product name: Lizol S.Cleaner-Citrus-500ml.
1188,AG French Fries-500g,58,Product name: AG French Fries-500g.
1189,Radhuni Mejbani Beef masala-68g,58,Product name: Radhuni Mejbani Beef masala-68g.
1190,Dettol Skincare Soap-125gm,58,Product name: Dettol Skincare Soap-125gm.
1191,Fresh Beet-Pc,58,Product name: Fresh Beet-Pc.
1192,Oreo Mini Cup Biscuits-20.4g,58,Product name: Oreo Mini Cup Biscuits-20.4g.
1193,Pran Drinko Float Coconut Jelly- 250ml,58,Product name: Pran Drinko Float Coconut Jelly- 250ml.
1194,Good Knight Gold Flash-45ml (Refill),58,Product name: Good Knight Gold Flash-45ml (Refill).
1195,Pui Shak (Pc),58,Product name: Pui Shak (Pc).
1196,Strawberry Yogurt Drink UHT-125ml,58,Product name: Strawberry Yogurt Drink UHT-125ml.
1197,Arong Milk Powder IFCMP-500gm,58,Product name: Arong Milk Powder IFCMP-500gm.
1198,Muslim Jhuri Vaza- 200g,58,Product name: Muslim Jhuri Vaza- 200g.
1199,Apple Fuji Big,58,Product name: Apple Fuji Big.
1200,Fa Soap-175gm,58,Product name: Fa Soap-175gm.
1201,Farm Fresh UHT -200ml,58,Product name: Farm Fresh UHT -200ml.
1202,Nescafe Hazelnut Latte 4pcs Combo-25gm,58,Product name: Nescafe Hazelnut Latte 4pcs Combo-25gm.
1203,Lifebuoy Liquid Total Handwash -170ml,58,Product name: Lifebuoy Liquid Total Handwash -170ml.
1204,Pangas Fish-(Deshi),58,Product name: Pangas Fish-(Deshi).
1205,Lexus Veg.Cracker Biscuit-240g,58,Product name: Lexus Veg.Cracker Biscuit-240g.
